ticker_id,Max Slots,L-14.6,L-23.6,L-38.2,L-50.0,L-61.8,Slots L-14.6,Slots L-23.6,Slots L-38.2,Slots L-50.0,Slots L-61.8,Use Smrt Index Exit,Exit Level,Use AYM,AYM TP Multiplier,AYM Limit,Use ATR,ATR Distance,Use Stoploss,Stoploss Level,Sys ROI,B&H ROI,ROI Margin,# of Trades,Win Rate,Max Drawdown,Avg. Adverse Excursion,Avg. Favorable Excursion,Annual CAGR,Avg. Return/Trade,Avg Bars/Trade
NHPS,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,7,61.8,FALSE,null,FALSE,null,1070.94,167.17,903.77,10,50.00,31.72,-10.61,47.42,45.10,33.04,90.5
NINH,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,11,88.6,FALSE,null,FALSE,null,1475.52,1241.02,234.49,8,100.00,44.14,-13.94,58.14,51.77,44.06,182.5
NIPH,1,FALSE,FALSE,TRUE,TRUE,TRUE,null,null,1,1,1,FALSE,null,TRUE,6,78.6,TRUE,5,TRUE,4,14484.45,7485.78,6998.68,15,80.00,32.44,-9.73,61.27,112.52,38.75,91.2
OBRI,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,10,88.6,FALSE,null,TRUE,10,8688.74,2090.05,6598.69,13,76.92,71.85,-17.72,84.26,96.85,62.43,101.5
OCDI,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,6,88.6,TRUE,6,TRUE,5,1809.28,836.20,973.08,19,78.95,30.33,-13.16,33.02,56.24,20.26,69.3
OCPH,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,1626.16,1778.79,-152.63,1,0.00,50.48,0.00,0.00,53.88,0.00,1437.0
ODIN,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,8,78.6,TRUE,4,TRUE,4,3498.48,79.02,3419.45,22,68.18,47.91,-15.71,43.06,71.97,20.85,57.7
OFH,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,8,88.6,TRUE,5,TRUE,10,1007.05,123.02,884.03,15,80.00,36.62,-10.72,29.91,43.88,18.26,57.4
OIH,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,10,78.6,TRUE,6,TRUE,5,1854.53,700.11,1154.42,17,64.71,37.81,-10.14,40.52,56.80,23.31,79.0
OLFI,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,5,78.6,TRUE,3,TRUE,5,1276.74,325.76,950.98,20,95.00,22.52,-8.85,29.65,48.70,15.69,52.3
ORAS,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,12,61.8,TRUE,6,TRUE,5,1083.12,620.10,463.02,11,72.73,36.87,-10.29,47.77,45.33,29.74,115.7
ORHD,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,8,61.8,TRUE,6,FALSE,null,1871.67,528.53,1343.14,8,87.50,42.90,-16.64,52.99,57.01,41.40,172.9
ORWE,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,3,50,TRUE,3,TRUE,4,704.21,314.44,389.77,26,73.08,32.26,-7.62,23.20,37.08,9.41,51.5
PACH,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,10,88.6,FALSE,null,FALSE,null,5032.19,285.90,4746.29,8,87.50,38.25,-21.59,248.72,81.73,88.00,99.9
PHAR,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,2,50,TRUE,4,FALSE,null,483.74,199.25,284.48,14,92.86,36.79,-8.34,20.37,30.60,10.39,83.9
PHDC,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,11,88.6,FALSE,null,TRUE,8,2849.91,783.06,2066.85,12,83.33,35.85,-12.51,50.65,66.87,37.22,103.2
PHGC,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,FALSE,null,null,TRUE,2,FALSE,null,116.41,93.78,22.64,6,83.33,21.92,-8.03,30.62,12.39,19.03,43.3
PHTV,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,2774.63,2394.67,379.96,1,0.00,41.78,0.00,0.00,66.22,0.00,1332.0
POUL,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,8,88.6,TRUE,3,TRUE,4,2059.20,832.24,1226.96,34,76.47,52.86,-9.04,26.21,59.18,11.87,39.1
PRCL,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,9,88.6,FALSE,null,TRUE,4,5167.06,1130.63,4036.43,15,73.33,50.42,-14.92,56.38,82.17,37.51,85.1
PRDC,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,11,61.8,TRUE,3,FALSE,null,577.49,175.23,402.26,16,100.00,32.05,-8.66,29.05,33.57,13.82,52.5
PRMH,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,3,88.6,TRUE,4,TRUE,8,827.87,307.14,520.73,32,53.12,46.56,-9.29,14.84,40.08,8.57,31.1
QNBE,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,5,88.6,FALSE,null,TRUE,10,1043.62,477.43,566.19,14,85.71,20.75,-9.20,28.49,44.58,22.27,72.6
RACC,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,6,88.6,TRUE,5,TRUE,8,1898.60,359.86,1538.74,24,70.83,50.48,-10.57,25.06,57.33,16.28,51.0
RAKT,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,9,88.6,FALSE,null,FALSE,null,2481.91,331.09,2150.82,7,85.71,37.83,-18.39,77.61,63.54,75.01,140.7
RAYA,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,9,78.6,TRUE,5,FALSE,null,5300.54,3059.04,2241.50,12,91.67,41.84,-17.69,72.16,82.86,52.56,114.0
RKAZ,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,FALSE,null,null,TRUE,3,FALSE,null,1726.78,1301.72,425.06,10,90.00,71.80,-10.24,65.59,55.20,48.10,114.1
RMDA,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,8,78.6,TRUE,4,TRUE,8,881.33,288.34,592.99,13,84.62,38.28,-11.69,32.57,41.28,19.99,88.4
ROTO,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,7,78.6,TRUE,2,TRUE,5,5200.34,443.54,4756.80,32,81.25,62.12,-12.18,37.53,82.35,19.57,29.0
RREI,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,3,61.8,TRUE,3,FALSE,null,2961.35,1155.38,1805.97,14,92.86,68.26,-12.88,45.51,67.81,28.84,97.1
RTVC,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,6,88.6,TRUE,2,TRUE,6,760.44,51.39,709.05,39,82.05,61.48,-11.47,21.83,38.49,8.33,26.1
RUBX,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,2,78.6,FALSE,null,FALSE,null,2314.63,366.84,1947.79,13,100.00,36.39,-15.26,42.80,61.89,28.82,75.8
SAIB,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,12,50,FALSE,null,FALSE,null,13.57,-13.77,27.33,17,0.00,31.46,-2.29,3.54,1.94,0.00,8.0
SAUD,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,2,50,TRUE,3,FALSE,null,1031.81,637.73,394.08,18,94.44,27.37,-8.03,27.19,44.36,16.64,82.3
SCEM,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,12,88.6,FALSE,null,TRUE,5,3896.15,1413.54,2482.61,8,75.00,39.27,-13.09,105.55,74.72,75.21,122.1
SCFM,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,6,88.6,TRUE,5,FALSE,null,4431.34,2062.19,2369.15,22,45.45,27.84,-7.34,35.75,78.07,25.28,52.2
SCTS,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,10,88.6,FALSE,null,FALSE,null,2708.22,1628.75,1079.48,7,85.71,22.42,-10.83,93.97,65.64,79.20,162.9
SDTI,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,5,61.8,FALSE,null,TRUE,6,5818.22,1862.60,3955.62,14,71.43,48.50,-18.84,69.76,85.41,42.08,107.5
SEIG,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,11,88.6,TRUE,5,TRUE,5,2436.91,1005.45,1431.47,12,91.67,47.81,-15.24,55.17,63.11,34.21,99.0
SIPC,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,8,61.8,TRUE,6,TRUE,4,1949.46,522.35,1427.11,11,72.73,46.11,-12.10,78.18,57.93,44.49,114.7
SKPC,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,3,78.6,TRUE,2,TRUE,5,1971.60,304.42,1667.18,45,84.44,38.66,-7.65,16.89,58.18,8.08,24.7
SMFR,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,5,88.6,TRUE,4,FALSE,null,11195.51,6573.75,4621.76,15,100.00,58.26,-17.61,59.79,104.46,40.25,91.3
SNFC,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,4,50,TRUE,4,TRUE,4,9777.95,3126.87,6651.09,21,85.71,41.52,-9.33,51.45,100.36,29.85,66.3
SNFI,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,8,88.6,TRUE,2,FALSE,null,1136.19,358.82,777.37,14,92.86,36.03,-13.24,44.84,46.44,22.91,20.1
SPHT,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,12,50,FALSE,null,FALSE,null,2.26,-5.61,7.86,7,14.29,19.99,-5.44,1.72,0.34,0.32,6.1
SPIN,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,12,88.6,TRUE,3,TRUE,4,3498.46,970.12,2528.34,21,90.48,39.84,-10.64,38.44,71.97,21.84,58.0
SPMD,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,2,88.6,TRUE,6,TRUE,6,184.73,41.47,143.26,31,77.42,81.24,-12.42,25.12,17.15,9.47,39.3
SUCE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,72.53,280.00,-207.47,1,0.00,31.85,0.00,0.00,8.87,0.00,148.0
SUGR,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,3,88.6,TRUE,5,TRUE,5,1654.96,358.81,1296.15,31,80.65,43.36,-10.53,20.26,54.26,12.11,36.7
SVCE,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,9,78.6,TRUE,4,TRUE,8,4016.44,793.52,3222.93,19,84.21,47.53,-12.82,46.39,75.50,24.54,69.9
SWDY,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,6,78.6,TRUE,5,FALSE,null,2013.15,864.70,1148.45,12,91.67,43.72,-9.60,41.77,58.66,29.48,105.2
TALM,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,4,88.6,TRUE,3,TRUE,6,846.00,1750.00,-904.00,18,94.44,33.71,-9.01,25.93,40.49,14.30,43.8
TANM,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,9,88.6,TRUE,6,TRUE,4,765.73,126.19,639.54,10,80.00,28.95,-12.01,42.11,38.62,26.30,88.0
TAQA,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,5,88.6,TRUE,5,TRUE,4,108.70,-22.20,130.90,9,77.78,24.43,-5.30,20.49,11.78,9.85,48.8
TMGH,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,12,61.8,FALSE,null,TRUE,5,2496.47,1101.23,1395.25,12,66.67,38.39,-10.37,64.26,63.68,44.01,122.6
TORA,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,9,88.6,TRUE,3,TRUE,4,861.01,950.23,-89.23,7,85.71,42.81,-20.45,86.00,40.85,49.38,33.6
TRTO,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,2,78.6,TRUE,2,TRUE,4,92.87,-17.07,109.94,15,80.00,40.82,-9.15,14.98,10.45,5.46,62.1
TYCN,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,12,78.6,FALSE,null,FALSE,null,8329.34,3781.40,4547.94,10,60.00,46.80,-12.03,118.97,95.61,72.68,104.8
UBEE,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,2,88.6,TRUE,2,TRUE,4,5.03,-2.38,7.41,5,80.00,7.17,-6.14,5.28,0.75,1.07,15.4
UEFM,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,11,88.6,TRUE,5,FALSE,null,1251.93,485.65,766.28,9,88.89,33.92,-14.32,52.44,48.29,41.80,138.8
UEGC,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,6,61.8,TRUE,5,TRUE,10,1468.14,382.58,1085.56,11,81.82,38.83,-12.13,42.74,51.66,25.27,129.0
UNIP,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,2,78.6,TRUE,3,TRUE,5,5704.33,423.11,5281.22,21,95.24,33.72,-11.44,44.11,84.87,29.44,47.5
UNIT,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,7,88.6,TRUE,6,TRUE,8,3500.24,591.72,2908.52,22,81.82,51.52,-13.01,37.81,71.98,21.87,58.5
UPMS,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,3,88.6,FALSE,null,TRUE,5,1868.63,937.00,931.63,25,40.00,43.60,-8.43,24.74,56.97,17.54,34.7
UTOP,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,FALSE,null,null,TRUE,2,FALSE,null,7988.93,2177.36,5811.57,11,100.00,40.27,-13.41,86.18,94.39,62.82,86.4
VALU,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,-8.17,51.35,-59.52,1,0.00,12.46,0.00,0.00,-1.28,0.00,35.0
VERT,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,10,50,FALSE,null,FALSE,null,4857.95,4319.29,538.65,5,100.00,37.28,-15.52,175.37,80.51,124.27,217.6
VLMR,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,10,88.6,FALSE,null,TRUE,4,17.43,-39.60,57.03,18,33.33,38.48,-5.98,8.49,2.46,1.49,59.2
VLMRA,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,11,88.6,TRUE,6,TRUE,4,220.59,87.69,132.90,12,50.00,41.65,-8.00,24.16,19.28,13.03,66.8
WCDF,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,6,88.6,FALSE,null,FALSE,null,1039.97,423.11,616.87,10,100.00,19.42,-8.26,39.32,44.52,29.27,135.5
WKOL,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,12,78.6,TRUE,5,TRUE,4,7890.68,2941.86,4948.82,18,77.78,57.34,-16.06,77.83,94.03,41.15,75.5
ZEOT,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,8,78.6,FALSE,null,TRUE,5,2189.37,996.53,1192.84,11,81.82,46.02,-8.51,56.77,60.59,38.86,107.8
ZMID,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,9,50,TRUE,6,TRUE,5,4264.84,722.05,3542.79,11,81.82,53.92,-16.86,127.12,77.07,82.27,88.2
