ticker_id,Max Slots,L-14.6,L-23.6,L-38.2,L-50.0,L-61.8,Slots L-14.6,Slots L-23.6,Slots L-38.2,Slots L-50.0,Slots L-61.8,Use Smrt Index Exit,Exit Level,Use AYM,AYM TP Multiplier,AYM Limit,Use ATR,ATR Distance,Use Stoploss,Stoploss Level,Sys ROI,B&H ROI,ROI Margin,# of Trades,Win Rate,Max Drawdown,Avg. Adverse Excursion,Avg. Favorable Excursion,Annual CAGR,Avg. Return/Trade,Avg Bars/Trade,Model,OOS Margin,OOS Win Rate,OOS Trades
POUL,1,False,True,False,False,True,,1.0,,,1.0,False,,True,3.0,88.6,False,,False,,2886.79,2494.60,392.19,4,100.00,79.36,-10.0,20.0,35.0,10.0,1142.5,PSI-40,105.6944624277456,100,3
PRCL,1,True,True,True,False,False,1.0,1.0,1.0,,,False,,True,8.0,78.6,True,3.0,False,,205.17,852.05,-646.89,5,100.00,92.88,-10.0,20.0,35.0,10.0,842.2,PSI-8,108.84054964176042,100,7
PRDC,1,True,True,True,False,False,1.0,1.0,1.0,,,False,,True,4.0,88.6,True,3.0,False,,101.40,-6.12,107.51,9,100.00,35.28,-10.0,20.0,35.0,10.0,58.7,PSI-8,83.32495358649797,100,7
PRMH,1,True,True,False,False,False,1.0,1.0,,,,False,,True,3.0,88.6,True,6.0,False,,-43.43,-34.05,-9.38,4,100.00,90.74,-10.0,20.0,35.0,10.0,972.5,PSI-40,193.7653435582821,100,4
QNBE,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,88.6,False,,False,,24117.33,31002.60,-6885.27,8,100.00,68.12,-10.0,20.0,35.0,10.0,540.6,PSI-40,36.973909090909075,100,2
RACC,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,False,,False,,7.54,2892.00,-2884.46,1,0.00,76.07,-10.0,20.0,35.0,10.0,1814.0,PSI-40,56.96226747857462,100,2
RAKT,1,True,False,False,False,False,1.0,,,,,False,,True,4.0,88.6,True,2.0,False,,832.26,434.78,397.47,13,100.00,83.04,-10.0,20.0,35.0,10.0,294.5,PSI-40,42.89456610800745,100,3
RAYA,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,88.6,True,4.0,False,,477.58,996.08,-518.49,9,100.00,85.25,-10.0,20.0,35.0,10.0,500.9,PSI-40,93.00519528619529,100,3
RKAZ,1,True,True,False,False,False,1.0,1.0,,,,False,,True,3.0,88.6,True,3.0,False,,205.69,89.37,116.32,4,100.00,77.92,-10.0,20.0,35.0,10.0,530.3,PSI-8,104.78258823529417,100,3
RMDA,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,88.6,True,5.0,False,,58.32,2546.50,-2488.19,3,100.00,55.08,-10.0,20.0,35.0,10.0,403.0,PSI-40,49.99748670807173,100,3
ROTO,1,True,False,False,True,True,1.0,,,1.0,1.0,False,,True,2.0,50,True,2.0,False,,-35.15,268.64,-303.79,4,100.00,92.30,-10.0,20.0,35.0,10.0,992.8,PSI-8,28.125895833333317,100,6
RREI,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,50,True,3.0,False,,-93.12,-99.06,5.93,3,100.00,98.72,-10.0,20.0,35.0,10.0,1130.3,PSI-40,192.50343137254904,100,7
RTVC,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,3.0,False,,-60.53,-65.91,5.37,4,100.00,92.28,-10.0,20.0,35.0,10.0,1033.3,PSI-40,111.45140157480319,100,8
RUBX,1,True,False,True,False,False,1.0,,1.0,,,False,,True,2.0,88.6,True,3.0,False,,138.86,-4.77,143.63,5,100.00,78.85,-10.0,20.0,35.0,10.0,757.6,PSI-8,42.901305594543935,100,5
SAIB,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,78.6,False,,False,,-41.69,-43.68,2.00,3,100.00,86.14,-10.0,20.0,35.0,10.0,676.3,PSI-8,16.600790513833985,0,0
SAUD,1,True,False,False,False,False,1.0,,,,,False,,True,6.0,88.6,True,5.0,False,,1859.86,1785.71,74.14,17,100.00,85.28,-10.0,20.0,35.0,10.0,243.9,PSI-40,48.66041775057383,100,2
SCEM,1,True,True,False,False,False,1.0,1.0,,,,False,,True,2.0,88.6,False,,False,,124.50,63.25,61.25,4,100.00,93.83,-10.0,20.0,35.0,10.0,1136.0,PSI-40,100.24833333333325,100,3
SCFM,1,True,False,False,True,False,1.0,,,1.0,,False,,True,2.0,88.6,True,6.0,False,,1071.54,871.60,199.94,7,100.00,86.55,-10.0,20.0,35.0,10.0,613.7,PSI-8,400.2266352077599,100,5
SCTS,1,False,True,True,False,False,,1.0,1.0,,,False,,True,6.0,88.6,False,,False,,516.88,678.95,-162.07,2,100.00,53.90,-10.0,20.0,35.0,10.0,1809.5,PSI-8,249.251162601626,100,3
SDTI,1,True,False,False,True,True,1.0,,,1.0,1.0,False,,True,3.0,88.6,True,5.0,False,,137.78,-77.32,215.09,4,100.00,94.45,-10.0,20.0,35.0,10.0,1094.0,PSI-40,32.75167149758448,100,3
SEIG,1,True,False,True,True,False,1.0,,1.0,1.0,,False,,True,2.0,88.6,True,4.0,False,,966.74,2356.90,-1390.15,7,100.00,80.20,-10.0,20.0,35.0,10.0,515.6,PSI-8,142.4636666666667,100,4
SEIGA,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,0.00,-60.08,60.08,1,0.00,0.00,-10.0,20.0,35.0,10.0,1490.0,PSI-8,60.08403361344538,0,1
SIPC,1,False,True,False,False,False,,1.0,,,,False,,True,8.0,88.6,True,3.0,False,,72.27,65.05,7.23,4,100.00,68.25,-10.0,20.0,35.0,10.0,596.0,PSI-40,298.7822686567164,100,4
SKPC,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,194.65,69.54,125.11,18,100.00,83.03,-10.0,20.0,35.0,10.0,208.6,PSI-8,5.787372512502146,100,4
SMFR,1,False,True,False,False,False,,1.0,,,,False,,True,5.0,88.6,True,4.0,False,,1007.30,1340.37,-333.07,8,100.00,93.49,-10.0,20.0,35.0,10.0,558.8,PSI-40,90.99188421770253,100,6
SMPP,1,True,False,False,False,True,1.0,,,,1.0,False,,True,3.0,88.6,False,,False,,-49.54,5430.95,-5480.49,1,0.00,77.63,-10.0,20.0,35.0,10.0,75.0,PSI-40,190.089,100,2
SNFC,1,True,False,False,False,True,1.0,,,,1.0,False,,True,4.0,78.6,True,6.0,False,,22440.03,6194.21,16245.81,12,100.00,80.33,-10.0,20.0,35.0,10.0,342.1,PSI-40,10.302333333333351,100,2
SNFI,1,False,True,True,True,False,,1.0,1.0,1.0,,False,,True,3.0,88.6,True,5.0,False,,411.17,-57.69,468.87,9,100.00,85.62,-10.0,20.0,35.0,10.0,107.8,PSI-40,45.335000000000036,100,2
SPHT,1,False,False,False,False,True,,,,,1.0,False,,True,2.0,50,True,2.0,False,,0.06,-15.21,15.28,2,100.00,19.99,-10.0,20.0,35.0,10.0,235.0,PSI-8,2.0048573953888367,0,1
SPIN,1,False,True,True,True,True,,1.0,1.0,1.0,1.0,False,,True,2.0,50,True,2.0,False,,349.28,756.45,-407.18,8,100.00,87.25,-10.0,20.0,35.0,10.0,545.0,PSI-8,19.60413013553854,100,11
SPMD,1,False,True,False,True,False,,1.0,,1.0,,False,,True,2.0,88.6,True,3.0,False,,19.88,103.44,-83.56,10,100.00,90.72,-10.0,20.0,35.0,10.0,130.3,PSI-40,22.067830532212874,100,5
SUCE,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,50,True,2.0,False,,-74.90,80.00,-154.90,2,100.00,83.46,-10.0,20.0,35.0,10.0,43.5,PSI-8,103.49814285714287,100,5
SUGR,1,True,False,False,True,True,1.0,,,1.0,1.0,False,,True,2.0,50,True,2.0,False,,168.13,320.22,-152.09,15,100.00,83.76,-10.0,20.0,35.0,10.0,285.5,PSI-8,33.74801545253859,100,11
SVCE,1,True,False,False,False,True,1.0,,,,1.0,False,,True,3.0,88.6,True,4.0,False,,168.32,144.33,23.99,8,100.00,97.93,-10.0,20.0,35.0,10.0,562.5,PSI-40,98.1844051835206,100,6
SWDY,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,78.6,True,3.0,False,,964.34,3182.77,-2218.43,13,100.00,80.24,-10.0,20.0,35.0,10.0,310.0,PSI-40,3.813316017315991,100,4
TALM,1,True,True,True,False,False,1.0,1.0,1.0,,,False,,True,2.0,88.6,True,4.0,False,,60.59,913.00,-852.41,4,100.00,54.03,-10.0,20.0,35.0,10.0,213.0,PSI-40,28.788881773398998,100,4
TANM,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,78.6,True,6.0,False,,21.36,15.99,5.37,2,100.00,69.90,-10.0,20.0,35.0,10.0,423.0,PSI-40,46.629622285174676,100,2
TAQA,1,True,True,True,True,False,1.0,1.0,1.0,1.0,,False,,True,2.0,50,True,2.0,False,,48.26,-40.90,89.16,5,100.00,52.40,-10.0,20.0,35.0,10.0,66.4,PSI-40,32.60287120590651,100,12
TMGH,1,True,False,False,True,False,1.0,,,1.0,,False,,True,5.0,88.6,True,5.0,False,,458.89,474.00,-15.11,2,100.00,81.97,-10.0,20.0,35.0,10.0,2041.0,PSI-40,39.000425339366515,100,3
TORA,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,170.20,838.34,-668.14,2,100.00,13.91,-10.0,20.0,35.0,10.0,16.0,PSI-8,39.57729401796304,100,2
TRTO,1,False,True,False,False,False,,1.0,,,,False,,True,9.0,88.6,True,6.0,False,,80.78,-69.92,150.70,4,100.00,94.76,-10.0,20.0,35.0,10.0,852.5,PSI-8,2.489336842105277,0,1
TYCN,1,True,False,False,False,False,1.0,,,,,False,,True,10.0,88.6,False,,False,,30.20,321.59,-291.39,1,0.00,85.97,-10.0,20.0,35.0,10.0,3111.0,PSI-40,1034.3115565945027,100,3
UEFM,1,True,False,False,False,False,1.0,,,,,False,,True,9.0,88.6,True,4.0,False,,679.87,1078.18,-398.31,8,100.00,62.26,-10.0,20.0,35.0,10.0,480.0,PSI-40,135.5723915343916,100,4
UEGC,1,False,True,False,False,False,,1.0,,,,False,,True,3.0,88.6,False,,False,,371.60,6147.48,-5775.88,4,100.00,83.43,-10.0,20.0,35.0,10.0,1091.0,PSI-40,80.0237002267574,100,2
UNIP,1,False,False,False,True,False,,,,1.0,,False,,True,3.0,88.6,False,,False,,164.00,5934.22,-5770.22,2,100.00,89.50,-10.0,20.0,35.0,10.0,2011.0,PSI-8,155.24282367500723,100,2
UNIT,1,True,True,False,False,True,1.0,1.0,,,1.0,False,,True,2.0,88.6,True,5.0,False,,811.93,658.83,153.10,10,100.00,77.90,-10.0,20.0,35.0,10.0,455.6,PSI-40,100.02658536585369,100,4
UPMS,1,True,False,False,False,False,1.0,,,,,False,,True,4.0,88.6,True,4.0,False,,84.90,187.00,-102.10,2,100.00,63.64,-10.0,20.0,35.0,10.0,713.5,PSI-8,251.85542857142855,100,3
UTOP,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,50,True,2.0,False,,119.13,-42.29,161.42,3,100.00,59.00,-10.0,20.0,35.0,10.0,837.7,PSI-8,374.99037034617896,100,6
VERT,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,88.6,True,2.0,False,,39.60,134.59,-94.99,1,100.00,87.89,-10.0,20.0,35.0,10.0,2284.0,PSI-40,228.25444600938988,100,7
VLMR,1,True,True,False,False,False,1.0,1.0,,,,False,,True,9.0,88.6,True,5.0,False,,64.42,-6.25,70.68,3,100.00,89.31,-10.0,20.0,35.0,10.0,1527.0,PSI-40,4.715144798443837,0,1
VLMRA,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,88.6,True,3.0,False,,53.64,70.15,-16.51,5,100.00,50.71,-10.0,20.0,35.0,10.0,96.0,PSI-8,13.964326539220394,100,3
WATP,1,False,False,True,False,False,,,1.0,,,False,,True,3.0,78.6,False,,False,,513.63,1100.00,-586.37,1,100.00,25.09,-10.0,20.0,35.0,10.0,30.0,PSI-40,-10.597428571428566,100,2
WCDF,1,True,False,False,False,False,1.0,,,,,False,,True,4.0,88.6,False,,False,,432.90,1254.01,-821.11,3,100.00,60.50,-10.0,20.0,35.0,10.0,1289.0,PSI-40,46.85553417455313,100,2
WKOL,1,False,True,False,True,True,,1.0,,1.0,1.0,False,,True,2.0,88.6,True,4.0,False,,310.53,103.54,206.99,6,100.00,90.76,-10.0,20.0,35.0,10.0,551.7,PSI-40,116.35563369963373,100,8
ZEOT,1,False,True,False,False,False,,1.0,,,,False,,True,5.0,88.6,False,,False,,221.36,463.00,-241.64,2,100.00,90.83,-10.0,20.0,35.0,10.0,2275.0,PSI-40,95.30702308402584,100,2
ZMID,1,True,False,False,True,False,1.0,,,1.0,,False,,True,5.0,88.6,True,5.0,False,,268.56,744.72,-476.15,8,100.00,85.64,-10.0,20.0,35.0,10.0,490.0,PSI-40,54.132698795180744,100,3
GC1!,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,50,True,2.0,False,,424.52,859.91,-435.40,55,100.00,40.14,-10.0,20.0,35.0,10.0,91.9,PSI-8,28.89279295514018,100,12
GOLD,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,50,True,2.0,False,,424.52,859.91,-435.40,55,100.00,40.14,-10.0,20.0,35.0,10.0,91.9,PSI-8,28.89279295514018,100,12
SI1!,1,True,True,True,True,False,1.0,1.0,1.0,1.0,,False,,True,7.0,88.6,True,5.0,False,,583.49,487.02,96.47,19,100.00,71.51,-10.0,20.0,35.0,10.0,319.1,PSI-40,142.409969628055,100,4
SILVER,1,True,True,True,True,False,1.0,1.0,1.0,1.0,,False,,True,7.0,88.6,True,5.0,False,,583.49,487.02,96.47,19,100.00,71.51,-10.0,20.0,35.0,10.0,319.1,PSI-40,142.409969628055,100,4
